country,energy,year,consumption
Zambia,Renewables and other (quad Btu),2022,0.049104601
Zimbabwe,Renewables and other (quad Btu),2022,0.020706388
Afghanistan,Renewables and other (quad Btu),2020,0.02117468
Albania,Renewables and other (quad Btu),2020,0.025895444
Algeria,Renewables and other (quad Btu),2020,0.009009263
American Samoa,Renewables and other (quad Btu),2020,1.71E-05
Angola,Renewables and other (quad Btu),2020,0.043667623
Antigua and Barbuda,Renewables and other (quad Btu),2020,5.46E-05
Argentina,Renewables and other (quad Btu),2020,0.155018002
Armenia,Renewables and other (quad Btu),2020,0.00308472
Aruba,Renewables and other (quad Btu),2020,0.000552767
Australia,Renewables and other (quad Btu),2020,0.230958064
Austria,Renewables and other (quad Btu),2020,0.251659798
Azerbaijan,Renewables and other (quad Btu),2020,0.001548892
Bahrain,Renewables and other (quad Btu),2020,-0.000696045
Bangladesh,Renewables and other (quad Btu),2020,0.027044661
Barbados,Renewables and other (quad Btu),2020,0.000242748
Belarus,Renewables and other (quad Btu),2020,0.00714643
Belgium,Renewables and other (quad Btu),2020,0.119048134
Belize,Renewables and other (quad Btu),2020,0.00300513
Benin,Renewables and other (quad Btu),2020,0.002221554
Bermuda,Renewables and other (quad Btu),2020,5.26E-05
Bhutan,Renewables and other (quad Btu),2020,0.021119502
Bolivia,Renewables and other (quad Btu),2020,0.014258619
Bosnia and Herzegovina,Renewables and other (quad Btu),2020,-0.005824576
Botswana,Renewables and other (quad Btu),2020,0.006998013
Brazil,Renewables and other (quad Btu),2020,2.242122989
British Virgin Islands,Renewables and other (quad Btu),2020,1.36E-05
Brunei,Renewables and other (quad Btu),2020,6.82E-06
Bulgaria,Renewables and other (quad Btu),2020,0.025024337
Burkina Faso,Renewables and other (quad Btu),2020,0.006390183
Burma,Renewables and other (quad Btu),2020,0.028468616
Burundi,Renewables and other (quad Btu),2020,0.001283436
Cabo Verde,Renewables and other (quad Btu),2020,0.000249086
Cambodia,Renewables and other (quad Btu),2020,0.028498445
Cameroon,Renewables and other (quad Btu),2020,0.018485434
Canada,Renewables and other (quad Btu),2020,1.360840939
Cayman Islands,Renewables and other (quad Btu),2020,6.82E-05
Central African Republic,Renewables and other (quad Btu),2020,0.000511821
Chad,Renewables and other (quad Btu),2020,0.000125267
Chile,Renewables and other (quad Btu),2020,0.162308631
China,Renewables and other (quad Btu),2020,8.182133199
Colombia,Renewables and other (quad Btu),2020,0.092036198
Congo-Brazzaville,Renewables and other (quad Btu),2020,0.003579336
Congo-Kinshasa,Renewables and other (quad Btu),2020,0.046672555
Cook Islands,Renewables and other (quad Btu),2020,4.44E-05
Costa Rica,Renewables and other (quad Btu),2020,0.039253635
Cote d'Ivoire,Renewables and other (quad Btu),2020,0.008302336
Croatia,Renewables and other (quad Btu),2020,0.047577317
Cuba,Renewables and other (quad Btu),2020,0.006074333
Cyprus,Renewables and other (quad Btu),2020,0.002360574
Czechia,Renewables and other (quad Btu),2020,0.021267587
Denmark,Renewables and other (quad Btu),2020,0.142361619
Djibouti,Renewables and other (quad Btu),2020,0.001716236
Dominica,Renewables and other (quad Btu),2020,6.89E-05
Dominican Republic,Renewables and other (quad Btu),2020,0.011778597
Ecuador,Renewables and other (quad Btu),2020,0.083830045
Egypt,Renewables and other (quad Btu),2020,0.084002021
El Salvador,Renewables and other (quad Btu),2020,0.024840372
Equatorial Guinea,Renewables and other (quad Btu),2020,0.001668878
Eritrea,Renewables and other (quad Btu),2020,0.000174019
Estonia,Renewables and other (quad Btu),2020,0.033150232
Eswatini,Renewables and other (quad Btu),2020,0.006007019
Ethiopia,Renewables and other (quad Btu),2020,0.047826593
Falkland Islands,Renewables and other (quad Btu),2020,1.36E-05
Faroe Islands,Renewables and other (quad Btu),2020,0.00054448
Fiji,Renewables and other (quad Btu),2020,0.00293446
Finland,Renewables and other (quad Btu),2020,0.245148098
France,Renewables and other (quad Btu),2020,0.354977563
French Polynesia,Renewables and other (quad Btu),2020,0.000693006
Gabon,Renewables and other (quad Btu),2020,0.006801288
"Gambia, The",Renewables and other (quad Btu),2020,1.71E-05
Georgia,Renewables and other (quad Btu),2020,0.035804972
Germany,Renewables and other (quad Btu),2020,1.134352954
Ghana,Renewables and other (quad Btu),2020,0.019307592
Greece,Renewables and other (quad Btu),2020,0.09293471
Greenland,Renewables and other (quad Btu),2020,0.001489154
Grenada,Renewables and other (quad Btu),2020,0.000014331
Guam,Renewables and other (quad Btu),2020,0.000276383
Guatemala,Renewables and other (quad Btu),2020,0.046731988
Guinea,Renewables and other (quad Btu),2020,0.005172807
Guinea-Bissau,Renewables and other (quad Btu),2020,1.02E-05
Guyana,Renewables and other (quad Btu),2020,0.000126146
Haiti,Renewables and other (quad Btu),2020,0.000508409
Honduras,Renewables and other (quad Btu),2020,0.028426912
Hong Kong,Renewables and other (quad Btu),2020,0.044739565
Hungary,Renewables and other (quad Btu),2020,0.065779896
Iceland,Renewables and other (quad Btu),2020,0.064814189
India,Renewables and other (quad Btu),2020,1.303924174
Indonesia,Renewables and other (quad Btu),2020,0.289611948
Iran,Renewables and other (quad Btu),2020,0.057803396
Iraq,Renewables and other (quad Btu),2020,0.040889894
Ireland,Renewables and other (quad Btu),2020,0.053386117
Israel,Renewables and other (quad Btu),2020,-0.007482513
Italy,Renewables and other (quad Btu),2020,0.6359433
Jamaica,Renewables and other (quad Btu),2020,0.002316708
Japan,Renewables and other (quad Btu),2020,0.912758658
Jordan,Renewables and other (quad Btu),2020,0.014067069
Kazakhstan,Renewables and other (quad Btu),2020,0.040714094
Kenya,Renewables and other (quad Btu),2020,0.038893434
Kiribati,Renewables and other (quad Btu),2020,2.05E-05
Kosovo,Renewables and other (quad Btu),2020,0.000161098
Kuwait,Renewables and other (quad Btu),2020,0.000559251
Kyrgyzstan,Renewables and other (quad Btu),2020,0.04787274
Laos,Renewables and other (quad Btu),2020,-0.002273242
Latvia,Renewables and other (quad Btu),2020,0.022567297
Lebanon,Renewables and other (quad Btu),2020,0.004380777
Lesotho,Renewables and other (quad Btu),2020,0.002964406
Liberia,Renewables and other (quad Btu),2020,0.000459176
Libya,Renewables and other (quad Btu),2020,0.004322323
Lithuania,Renewables and other (quad Btu),2020,0.04056748
Luxembourg,Renewables and other (quad Btu),2020,0.02460143
Macau,Renewables and other (quad Btu),2020,0.018215237
Madagascar,Renewables and other (quad Btu),2020,0.003139884
Malawi,Renewables and other (quad Btu),2020,0.006162146
Malaysia,Renewables and other (quad Btu),2020,0.138692389
Maldives,Renewables and other (quad Btu),2020,0.00014331
Mali,Renewables and other (quad Btu),2020,0.006355776
Malta,Renewables and other (quad Btu),2020,0.002280856
Mauritania,Renewables and other (quad Btu),2020,0.002347523
Mauritius,Renewables and other (quad Btu),2020,0.004538442
Mexico,Renewables and other (quad Btu),2020,0.278039174
Moldova,Renewables and other (quad Btu),2020,0.00195417
Mongolia,Renewables and other (quad Btu),2020,0.007940075
Montenegro,Renewables and other (quad Btu),2020,0.006291978
Morocco,Renewables and other (quad Btu),2020,0.026399191
Mozambique,Renewables and other (quad Btu),2020,0.043186952
Namibia,Renewables and other (quad Btu),2020,0.014081598
Nauru,Renewables and other (quad Btu),2020,1.02E-05
Nepal,Renewables and other (quad Btu),2020,0.030541688
Netherlands,Renewables and other (quad Btu),2020,0.160022668
Netherlands Antilles,Renewables and other (quad Btu),2020,0.000842799
New Caledonia,Renewables and other (quad Btu),2020,0.001723229
New Zealand,Renewables and other (quad Btu),2020,0.124220473
Nicaragua,Renewables and other (quad Btu),2020,0.016591792
Niger,Renewables and other (quad Btu),2020,0.003861705
Nigeria,Renewables and other (quad Btu),2020,0.026853282
North Korea,Renewables and other (quad Btu),2020,0.044026713
North Macedonia,Renewables and other (quad Btu),2020,0.013279294
Norway,Renewables and other (quad Btu),2020,0.460685741
Oman,Renewables and other (quad Btu),2020,0.001071412
Pakistan,Renewables and other (quad Btu),2020,0.147513607
Palestinian Territories,Renewables and other (quad Btu),2020,0.022853162
Panama,Renewables and other (quad Btu),2020,0.026850577
Papua New Guinea,Renewables and other (quad Btu),2020,0.003925902
Paraguay,Renewables and other (quad Btu),2020,0.064917341
Peru,Renewables and other (quad Btu),2020,0.117850168
Philippines,Renewables and other (quad Btu),2020,0.080483719
Poland,Renewables and other (quad Btu),2020,0.017954234
Portugal,Renewables and other (quad Btu),2020,0.130553653
Puerto Rico,Renewables and other (quad Btu),2020,0.002662049
Qatar,Renewables and other (quad Btu),2020,0.001204293
Romania,Renewables and other (quad Btu),2020,0.113852578
Russia,Renewables and other (quad Btu),2020,0.657285644
Rwanda,Renewables and other (quad Btu),2020,0.002009211
Saint Kitts and Nevis,Renewables and other (quad Btu),2020,3.75E-05
Saint Lucia,Renewables and other (quad Btu),2020,2.73E-05
Saint Vincent/Grenadines,Renewables and other (quad Btu),2020,8.87E-05
Samoa,Renewables and other (quad Btu),2020,0.00028647
Sao Tome and Principe,Renewables and other (quad Btu),2020,2.05E-05
Saudi Arabia,Renewables and other (quad Btu),2020,0.001417115
Senegal,Renewables and other (quad Btu),2020,0.005307456
Serbia,Renewables and other (quad Btu),2020,0.047372445
Seychelles,Renewables and other (quad Btu),2020,0.000221789
Sierra Leone,Renewables and other (quad Btu),2020,0.000678525
Singapore,Renewables and other (quad Btu),2020,0.013237009
Slovakia,Renewables and other (quad Btu),2020,0.038434753
Slovenia,Renewables and other (quad Btu),2020,0.01460515
Solomon Islands,Renewables and other (quad Btu),2020,4.84E-05
Somalia,Renewables and other (quad Btu),2020,0.000103047
South Africa,Renewables and other (quad Btu),2020,0.038481305
South Korea,Renewables and other (quad Btu),2020,0.171834516
South Sudan,Renewables and other (quad Btu),2020,3.75E-05
Spain,Renewables and other (quad Btu),2020,0.455847248
Sri Lanka,Renewables and other (quad Btu),2020,0.02035472
Sudan,Renewables and other (quad Btu),2020,0.041074889
Suriname,Renewables and other (quad Btu),2020,0.003423446
Sweden,Renewables and other (quad Btu),2020,0.371096527
Switzerland,Renewables and other (quad Btu),2020,0.148067123
Syria,Renewables and other (quad Btu),2020,0.001965701
Taiwan,Renewables and other (quad Btu),2020,0.075717309
Tajikistan,Renewables and other (quad Btu),2020,0.056848218
Tanzania,Renewables and other (quad Btu),2020,0.011866126
Thailand,Renewables and other (quad Btu),2020,0.282288839
The Bahamas,Renewables and other (quad Btu),2020,0.000023885
Timor-Leste,Renewables and other (quad Btu),2020,3.41E-06
Togo,Renewables and other (quad Btu),2020,0.003096646
Tonga,Renewables and other (quad Btu),2020,3.75E-05
Trinidad and Tobago,Renewables and other (quad Btu),2020,2.05E-05
Tunisia,Renewables and other (quad Btu),2020,0.000264802
Turkiye,Renewables and other (quad Btu),2020,0.470938694
Turkmenistan,Renewables and other (quad Btu),2020,-0.010910893
Turks and Caicos Islands,Renewables and other (quad Btu),2020,3.41E-06
U.S. Virgin Islands,Renewables and other (quad Btu),2020,0.00004777
Uganda,Renewables and other (quad Btu),2020,0.015989139
Ukraine,Renewables and other (quad Btu),2020,0.064816815
United Arab Emirates,Renewables and other (quad Btu),2020,0.017678298
United Kingdom,Renewables and other (quad Btu),2020,0.816102754
United States,Renewables and other (quad Btu),2020,7.290490753
Uruguay,Renewables and other (quad Btu),2020,0.055986298
Uzbekistan,Renewables and other (quad Btu),2020,0.02568488
Vanuatu,Renewables and other (quad Btu),2020,0.000075262
Venezuela,Renewables and other (quad Btu),2020,0.211170739
Vietnam,Renewables and other (quad Btu),2020,0.323682807
Yemen,Renewables and other (quad Btu),2020,0.001671949
Zambia,Renewables and other (quad Btu),2020,0.040692149
Zimbabwe,Renewables and other (quad Btu),2020,0.016863738
Afghanistan,Renewables and other (quad Btu),2021,0.02261828
Albania,Renewables and other (quad Btu),2021,0.028624534
Algeria,Renewables and other (quad Btu),2021,0.008280776
American Samoa,Renewables and other (quad Btu),2021,1.71E-05
Angola,Renewables and other (quad Btu),2021,0.0436666
Antigua and Barbuda,Renewables and other (quad Btu),2021,6.65E-05
Argentina,Renewables and other (quad Btu),2021,0.15015798
Armenia,Renewables and other (quad Btu),2021,0.006380794
Aruba,Renewables and other (quad Btu),2021,0.000552767
Australia,Renewables and other (quad Btu),2021,0.27915692
Austria,Renewables and other (quad Btu),2021,0.268410213
Azerbaijan,Renewables and other (quad Btu),2021,0.000517866
Bahrain,Renewables and other (quad Btu),2021,0.000197902
Bangladesh,Renewables and other (quad Btu),2021,0.032299157
Barbados,Renewables and other (quad Btu),2021,0.000292224
Belarus,Renewables and other (quad Btu),2021,0.006688569
Belgium,Renewables and other (quad Btu),2021,0.09164776
Belize,Renewables and other (quad Btu),2021,0.002795279
Benin,Renewables and other (quad Btu),2021,0.002419452
Bermuda,Renewables and other (quad Btu),2021,5.26E-05
Bhutan,Renewables and other (quad Btu),2021,0.039777605
Bolivia,Renewables and other (quad Btu),2021,0.016664575
Bosnia and Herzegovina,Renewables and other (quad Btu),2021,-0.002775252
Botswana,Renewables and other (quad Btu),2021,0.005684393
Brazil,Renewables and other (quad Btu),2021,2.175802324
British Virgin Islands,Renewables and other (quad Btu),2021,1.36E-05
Brunei,Renewables and other (quad Btu),2021,1.36E-05
Bulgaria,Renewables and other (quad Btu),2021,0.020688537
Burkina Faso,Renewables and other (quad Btu),2021,0.006722615
Burma,Renewables and other (quad Btu),2021,0.030555575
Burundi,Renewables and other (quad Btu),2021,0.00127583
Cabo Verde,Renewables and other (quad Btu),2021,0.000283208
Cambodia,Renewables and other (quad Btu),2021,0.0320839
Cameroon,Renewables and other (quad Btu),2021,0.018308059
Canada,Renewables and other (quad Btu),2021,1.396488505
Cayman Islands,Renewables and other (quad Btu),2021,7.51E-05
Central African Republic,Renewables and other (quad Btu),2021,0.000511821
Chad,Renewables and other (quad Btu),2021,0.000128679
Chile,Renewables and other (quad Btu),2021,0.17446556
China,Renewables and other (quad Btu),2021,9.004243535
Colombia,Renewables and other (quad Btu),2021,0.112646407
Congo-Brazzaville,Renewables and other (quad Btu),2021,0.003559547
Congo-Kinshasa,Renewables and other (quad Btu),2021,0.05346609
Cook Islands,Renewables and other (quad Btu),2021,5.43E-05
Costa Rica,Renewables and other (quad Btu),2021,0.04106047
Cote d'Ivoire,Renewables and other (quad Btu),2021,0.007769469
Croatia,Renewables and other (quad Btu),2021,0.052451832
Cuba,Renewables and other (quad Btu),2021,0.005077796
Cyprus,Renewables and other (quad Btu),2021,0.002935571
Czechia,Renewables and other (quad Btu),2021,0.018908256
Denmark,Renewables and other (quad Btu),2021,0.159709715
Djibouti,Renewables and other (quad Btu),2021,0.001986476
Dominica,Renewables and other (quad Btu),2021,7.23E-05
Dominican Republic,Renewables and other (quad Btu),2021,0.01434864
Ecuador,Renewables and other (quad Btu),2021,0.090695426
Egypt,Renewables and other (quad Btu),2021,0.083781038
El Salvador,Renewables and other (quad Btu),2021,0.027953242
Equatorial Guinea,Renewables and other (quad Btu),2021,0.001603707
Eritrea,Renewables and other (quad Btu),2021,0.000167195
Estonia,Renewables and other (quad Btu),2021,0.029256668
Eswatini,Renewables and other (quad Btu),2021,0.005839851
Ethiopia,Renewables and other (quad Btu),2021,0.048252148
Falkland Islands,Renewables and other (quad Btu),2021,1.36E-05
Faroe Islands,Renewables and other (quad Btu),2021,0.000621005
Fiji,Renewables and other (quad Btu),2021,0.002774099
Finland,Renewables and other (quad Btu),2021,0.275228988
France,Renewables and other (quad Btu),2021,0.374050137
French Polynesia,Renewables and other (quad Btu),2021,0.000645236
Gabon,Renewables and other (quad Btu),2021,0.006574042
"Gambia, The",Renewables and other (quad Btu),2021,1.71E-05
Georgia,Renewables and other (quad Btu),2021,0.044827578
Germany,Renewables and other (quad Btu),2021,1.100867594
Ghana,Renewables and other (quad Btu),2021,0.020535955
Greece,Renewables and other (quad Btu),2021,0.090039693
Greenland,Renewables and other (quad Btu),2021,0.001502803
Grenada,Renewables and other (quad Btu),2021,0.000014331
Guam,Renewables and other (quad Btu),2021,0.000286325
Guatemala,Renewables and other (quad Btu),2021,0.059505487
Guinea,Renewables and other (quad Btu),2021,0.009103594
Guinea-Bissau,Renewables and other (quad Btu),2021,1.02E-05
Guyana,Renewables and other (quad Btu),2021,0.000120785
Haiti,Renewables and other (quad Btu),2021,0.000474288
Honduras,Renewables and other (quad Btu),2021,0.031803232
Hong Kong,Renewables and other (quad Btu),2021,0.044479677
Hungary,Renewables and other (quad Btu),2021,0.068341574
Iceland,Renewables and other (quad Btu),2021,0.066548606
India,Renewables and other (quad Btu),2021,1.375190826
Indonesia,Renewables and other (quad Btu),2021,0.318552528
Iran,Renewables and other (quad Btu),2021,0.02402388
Iraq,Renewables and other (quad Btu),2021,0.030090215
Ireland,Renewables and other (quad Btu),2021,0.053199408
Israel,Renewables and other (quad Btu),2021,-0.00507008
Italy,Renewables and other (quad Btu),2021,0.649791515
Jamaica,Renewables and other (quad Btu),2021,0.0022976
Japan,Renewables and other (quad Btu),2021,1.067486801
Jordan,Renewables and other (quad Btu),2021,0.017543888
Kazakhstan,Renewables and other (quad Btu),2021,0.042326656
Kenya,Renewables and other (quad Btu),2021,0.040193654
Kiribati,Renewables and other (quad Btu),2021,2.05E-05
Kosovo,Renewables and other (quad Btu),2021,0.003841974
Kuwait,Renewables and other (quad Btu),2021,0.000990748
Kyrgyzstan,Renewables and other (quad Btu),2021,0.048084868
Laos,Renewables and other (quad Btu),2021,-0.000960945
Latvia,Renewables and other (quad Btu),2021,0.023289187
Lebanon,Renewables and other (quad Btu),2021,0.006152931
Lesotho,Renewables and other (quad Btu),2021,0.003272183
Liberia,Renewables and other (quad Btu),2021,0.000459176
Libya,Renewables and other (quad Btu),2021,0.002705717
Lithuania,Renewables and other (quad Btu),2021,0.04389446
Luxembourg,Renewables and other (quad Btu),2021,0.025609503
Macau,Renewables and other (quad Btu),2021,0.019546251
Madagascar,Renewables and other (quad Btu),2021,0.002974638
Malawi,Renewables and other (quad Btu),2021,0.006219811
Malaysia,Renewables and other (quad Btu),2021,0.149394356
Maldives,Renewables and other (quad Btu),2021,0.000173337
Mali,Renewables and other (quad Btu),2021,0.006168594
Malta,Renewables and other (quad Btu),2021,0.002681183
Mauritania,Renewables and other (quad Btu),2021,0.002190568
Mauritius,Renewables and other (quad Btu),2021,0.004168886
Mexico,Renewables and other (quad Btu),2021,0.295340511
Moldova,Renewables and other (quad Btu),2021,0.002214872
Mongolia,Renewables and other (quad Btu),2021,0.008987659
Montenegro,Renewables and other (quad Btu),2021,0.007377074
Montserrat,Renewables and other (quad Btu),2021,6.82E-06
Morocco,Renewables and other (quad Btu),2021,0.027572
Mozambique,Renewables and other (quad Btu),2021,0.043909239
Namibia,Renewables and other (quad Btu),2021,0.013337716
Nauru,Renewables and other (quad Btu),2021,1.26E-05
Nepal,Renewables and other (quad Btu),2021,0.036431288
Netherlands,Renewables and other (quad Btu),2021,0.213966371
Netherlands Antilles,Renewables and other (quad Btu),2021,0.000919572
New Caledonia,Renewables and other (quad Btu),2021,0.002217989
New Zealand,Renewables and other (quad Btu),2021,0.125719473
Nicaragua,Renewables and other (quad Btu),2021,0.018142552
Niger,Renewables and other (quad Btu),2021,0.003910155
Nigeria,Renewables and other (quad Btu),2021,0.027985855
North Korea,Renewables and other (quad Btu),2021,0.055387248
North Macedonia,Renewables and other (quad Btu),2021,0.014398328
Norway,Renewables and other (quad Btu),2021,0.485815993
Oman,Renewables and other (quad Btu),2021,0.00273995
Pakistan,Renewables and other (quad Btu),2021,0.154903439
Palestinian Territories,Renewables and other (quad Btu),2021,0.023552288
Panama,Renewables and other (quad Btu),2021,0.03100052
Papua New Guinea,Renewables and other (quad Btu),2021,0.003925902
Paraguay,Renewables and other (quad Btu),2021,0.066734135
Peru,Renewables and other (quad Btu),2021,0.123033634
Philippines,Renewables and other (quad Btu),2021,0.087742273
Poland,Renewables and other (quad Btu),2021,-0.042099913
Portugal,Renewables and other (quad Btu),2021,0.146224254
Puerto Rico,Renewables and other (quad Btu),2021,0.003129999
Qatar,Renewables and other (quad Btu),2021,0.001213943
Romania,Renewables and other (quad Btu),2021,0.122719183
Russia,Renewables and other (quad Btu),2021,0.637277003
Rwanda,Renewables and other (quad Btu),2021,0.002075065
Saint Kitts and Nevis,Renewables and other (quad Btu),2021,3.75E-05
Saint Lucia,Renewables and other (quad Btu),2021,2.73E-05
Saint Vincent/Grenadines,Renewables and other (quad Btu),2021,0.000071655
Samoa,Renewables and other (quad Btu),2021,0.000330337
Sao Tome and Principe,Renewables and other (quad Btu),2021,2.05E-05
Saudi Arabia,Renewables and other (quad Btu),2021,0.00284505
Senegal,Renewables and other (quad Btu),2021,0.006231428
Serbia,Renewables and other (quad Btu),2021,0.063054625
Seychelles,Renewables and other (quad Btu),2021,0.000266147
Sierra Leone,Renewables and other (quad Btu),2021,0.000678525
Singapore,Renewables and other (quad Btu),2021,0.015531009
Slovakia,Renewables and other (quad Btu),2021,0.039036556
Slovenia,Renewables and other (quad Btu),2021,0.020066146
Solomon Islands,Renewables and other (quad Btu),2021,4.84E-05
Somalia,Renewables and other (quad Btu),2021,0.000121131
South Africa,Renewables and other (quad Btu),2021,0.050557933
South Korea,Renewables and other (quad Btu),2021,0.181201796
South Sudan,Renewables and other (quad Btu),2021,5.80E-05
Spain,Renewables and other (quad Btu),2021,0.4883867
Sri Lanka,Renewables and other (quad Btu),2021,0.029594311
Sudan,Renewables and other (quad Btu),2021,0.041601889
Suriname,Renewables and other (quad Btu),2021,0.003482817
Sweden,Renewables and other (quad Btu),2021,0.385460618
Switzerland,Renewables and other (quad Btu),2021,0.173502026
Syria,Renewables and other (quad Btu),2021,0.001960102
Taiwan,Renewables and other (quad Btu),2021,0.084451758
Tajikistan,Renewables and other (quad Btu),2021,0.055634958
Tanzania,Renewables and other (quad Btu),2021,0.011792208
Thailand,Renewables and other (quad Btu),2021,0.30886308
The Bahamas,Renewables and other (quad Btu),2021,3.75E-05
Timor-Leste,Renewables and other (quad Btu),2021,3.41E-06
Togo,Renewables and other (quad Btu),2021,0.003284316
Tonga,Renewables and other (quad Btu),2021,3.07E-05
Trinidad and Tobago,Renewables and other (quad Btu),2021,2.05E-05
Tunisia,Renewables and other (quad Btu),2021,0.005845451
Turkiye,Renewables and other (quad Btu),2021,0.448711774
Turkmenistan,Renewables and other (quad Btu),2021,-0.010901339
Turks and Caicos Islands,Renewables and other (quad Btu),2021,1.36E-05
U.S. Virgin Islands,Renewables and other (quad Btu),2021,5.83E-05
Uganda,Renewables and other (quad Btu),2021,0.018209416
Ukraine,Renewables and other (quad Btu),2021,0.083784477
United Arab Emirates,Renewables and other (quad Btu),2021,0.022193276
United Kingdom,Renewables and other (quad Btu),2021,0.808381322
United States,Renewables and other (quad Btu),2021,7.634165065
Uruguay,Renewables and other (quad Btu),2021,0.051638941
Uzbekistan,Renewables and other (quad Btu),2021,0.029380079
Vanuatu,Renewables and other (quad Btu),2021,0.000065708
Venezuela,Renewables and other (quad Btu),2021,0.224262089
Vietnam,Renewables and other (quad Btu),2021,0.427577532
Yemen,Renewables and other (quad Btu),2021,0.001702659
Zambia,Renewables and other (quad Btu),2021,0.048741667
Zimbabwe,Renewables and other (quad Btu),2021,0.022268901
Afghanistan,Renewables and other (quad Btu),2023,0.024123834
Albania,Renewables and other (quad Btu),2023,0.029781212
Algeria,Renewables and other (quad Btu),2023,0.001774592
American Samoa,Renewables and other (quad Btu),2023,1.71E-05
Angola,Renewables and other (quad Btu),2023,0.047160185
Antarctica,Renewables and other (quad Btu),2023,2.13E-05
Antigua and Barbuda,Renewables and other (quad Btu),2023,7.85E-05
Argentina,Renewables and other (quad Btu),2023,0.20146726
Armenia,Renewables and other (quad Btu),2023,0.004487411
Aruba,Renewables and other (quad Btu),2023,0.00055277
Australia,Renewables and other (quad Btu),2023,0.356658702
Austria,Renewables and other (quad Btu),2023,0.258365087
Azerbaijan,Renewables and other (quad Btu),2023,-0.003217212
Bahrain,Renewables and other (quad Btu),2023,0.000356181
Bangladesh,Renewables and other (quad Btu),2023,0.039161727
Barbados,Renewables and other (quad Btu),2023,0.000313377
Belarus,Renewables and other (quad Btu),2023,0.005735252
Belgium,Renewables and other (quad Btu),2023,0.135868601
Belize,Renewables and other (quad Btu),2023,0.003119301
Benin,Renewables and other (quad Btu),2023,0.00312686
Bermuda,Renewables and other (quad Btu),2023,5.63E-05
Bhutan,Renewables and other (quad Btu),2023,0.043007684
Bolivia,Renewables and other (quad Btu),2023,0.016510259
Bosnia and Herzegovina,Renewables and other (quad Btu),2023,0.004695616
Botswana,Renewables and other (quad Btu),2023,0.006579848
Brazil,Renewables and other (quad Btu),2023,2.558892486
British Virgin Islands,Renewables and other (quad Btu),2023,1.36E-05
Brunei,Renewables and other (quad Btu),2023,1.71E-05
Bulgaria,Renewables and other (quad Btu),2023,0.034098153
Burkina Faso,Renewables and other (quad Btu),2023,0.006863429
Burma,Renewables and other (quad Btu),2023,0.034224015
Burundi,Renewables and other (quad Btu),2023,0.001542096
Cabo Verde,Renewables and other (quad Btu),2023,0.000498173
Cambodia,Renewables and other (quad Btu),2023,0.038561202
Cameroon,Renewables and other (quad Btu),2023,0.018627331
Canada,Renewables and other (quad Btu),2023,1.39037595
Cayman Islands,Renewables and other (quad Btu),2023,7.85E-05
Central African Republic,Renewables and other (quad Btu),2023,0.000481112
Chad,Renewables and other (quad Btu),2023,0.000129945
Chile,Renewables and other (quad Btu),2023,0.218940052
China,Renewables and other (quad Btu),2023,10.54404983
Colombia,Renewables and other (quad Btu),2023,0.1324119
Congo-Brazzaville,Renewables and other (quad Btu),2023,0.003672004
Congo-Kinshasa,Renewables and other (quad Btu),2023,0.060831387
Cook Islands,Renewables and other (quad Btu),2023,5.43E-05
Costa Rica,Renewables and other (quad Btu),2023,0.037826911
Cote d'Ivoire,Renewables and other (quad Btu),2023,0.009721416
Croatia,Renewables and other (quad Btu),2023,0.049287047
Cuba,Renewables and other (quad Btu),2023,0.004406675
Cyprus,Renewables and other (quad Btu),2023,0.004088037
Czechia,Renewables and other (quad Btu),2023,0.028050107
Denmark,Renewables and other (quad Btu),2023,0.15227392
Djibouti,Renewables and other (quad Btu),2023,0.002377556
Dominica,Renewables and other (quad Btu),2023,8.26E-05
Dominican Republic,Renewables and other (quad Btu),2023,0.015681395
Ecuador,Renewables and other (quad Btu),2023,0.092523806
Egypt,Renewables and other (quad Btu),2023,0.087353576
El Salvador,Renewables and other (quad Btu),2023,0.02704882
Equatorial Guinea,Renewables and other (quad Btu),2023,0.00168626
Eritrea,Renewables and other (quad Btu),2023,0.000163783
Estonia,Renewables and other (quad Btu),2023,0.031153198
Eswatini,Renewables and other (quad Btu),2023,0.006081059
Ethiopia,Renewables and other (quad Btu),2023,0.056311441
Falkland Islands,Renewables and other (quad Btu),2023,1.71E-05
Faroe Islands,Renewables and other (quad Btu),2023,0.00079795
Fiji,Renewables and other (quad Btu),2023,0.003116505
Finland,Renewables and other (quad Btu),2023,0.209772846
France,Renewables and other (quad Btu),2023,0.393351234
French Polynesia,Renewables and other (quad Btu),2023,0.000826081
Gabon,Renewables and other (quad Btu),2023,0.009306649
"Gambia, The",Renewables and other (quad Btu),2023,1.71E-05
Georgia,Renewables and other (quad Btu),2023,0.037381324
Germany,Renewables and other (quad Btu),2023,1.278402592
Ghana,Renewables and other (quad Btu),2023,0.025375947
Gibraltar,Renewables and other (quad Btu),2023,4.05E-09
Greece,Renewables and other (quad Btu),2023,0.101018163
Greenland,Renewables and other (quad Btu),2023,0.001618923
Grenada,Renewables and other (quad Btu),2023,1.43E-05
Guam,Renewables and other (quad Btu),2023,0.000484524
Guatemala,Renewables and other (quad Btu),2023,0.054445911
Guinea,Renewables and other (quad Btu),2023,0.010332675
Guinea-Bissau,Renewables and other (quad Btu),2023,1.02E-05
Guyana,Renewables and other (quad Btu),2023,0.000708114
